ms,ax,ay,az,gx,gy,gz,roll_x100,pitch_x100
18987, -3512, 1645, -1488, 262, 88, -758, 7124, 8147
18997, -3833, 1501, -1464, 57, -59, -750, 7204, 8117
19007, -3846, 1501, -1578, -353, -241, -689, 7264, 8075
19017, -3698, 1362, -1668, -439, -388, -595, 7327, 8026
19027, -3657, 1317, -1625, -369, -418, -432, 7392, 7977
19037, -3791, 972, -1606, -458, 86, -134, 7463, 7968
19047, -3357, 1047, -1768, -382, -197, -212, 7544, 7935
19057, -3353, 1017, -2324, -515, -566, -303, 7646, 7870
19067, -3420, 989, -2561, -464, -799, -423, 7758, 7789
19077, -3506, 1192, -2486, -331, -1017, -567, 7864, 7696
19087, -3811, 1485, -1223, -15, -1040, -420, 7909, 7616
19097, -3864, 1556, -961, -186, -1127, -382, 7923, 7532
19107, -3771, 1456, -1128, -309, -1187, -371, 7942, 7448
19117, -3680, 1326, -1219, -281, -1308, -253, 7972, 7360
19127, -3505, 1145, -1147, -299, -1301, -286, 7996, 7277
19137, -3339, 1137, -1447, -208, -1325, -321, 8051, 7191
19147, -3266, 1187, -1404, -106, -1371, -322, 8106, 7102
19157, -3336, 1306, -924, -31, -1323, -257, 8124, 7018
19167, -3302, 1515, -610, -111, -1368, -150, 8114, 6926
19177, -3196, 1342, -719, -234, -1297, -170, 8103, 6844
19187, -3042, 1125, -1134, -191, -1098, -188, 8131, 6780
19197, -3131, 1159, -1160, -233, -1097, -245, 8158, 6718
19207, -3310, 1140, -740, -448, -1126, -345, 8132, 6657
19217, -3326, 1136, -455, -747, -824, -499, 8064, 6615
19227, -3240, 1021, -482, -751, -632, -471, 7996, 6587
19237, -3266, 803, -532, -584, -378, -319, 7937, 6583
19247, -3093, 862, -668, -531, -127, -238, 7898, 6591
19257, -3303, 958, -660, -491, 93, -208, 7865, 6612
19267, -3421, 912, -817, -720, 384, -276, 7834, 6654
19277, -3431, 742, -1106, -991, 374, -488, 7824, 6698
19287, -3394, 790, -1030, -1025, 289, -570, 7802, 6734
19297, -3498, 934, -1021, -842, 237, -514, 7787, 6764
19307, -3437, 956, -960, -721, 75, -495, 7774, 6783
19318, -3578, 1143, -450, -525, 203, -428, 7727, 6802
19327, -3574, 1248, -330, -381, 460, -315, 7683, 6834
19337, -3709, 1225, -548, -458, 967, -347, 7652, 6899
19347, -3603, 1059, -1054, -441, 1002, -472, 7667, 6969
19357, -3605, 1034, -1283, -418, 738, -576, 7705, 7021
19367, -3611, 1022, -1253, -362, 558, -662, 7744, 7062
19377, -3522, 990, -1156, -91, 381, -553, 7790, 7092
19387, -3502, 786, -1044, 44, 386, -316, 7835, 7128
19397, -3653, 953, -802, 56, 416, -146, 7851, 7161
19407, -3832, 974, -585, 67, 490, 59, 7845, 7198
19417, -3911, 945, -852, -45, 646, -10, 7860, 7246
19427, -4021, 1167, -835, -72, 586, -148, 7872, 7285
19437, -3921, 1087, -912, -87, 446, -251, 7891, 7315
19447, -3765, 983, -1082, -158, 227, -335, 7922, 7333
19457, -3704, 849, -1054, -210, 73, -365, 7949, 7345
19467, -3672, 826, -1040, -139, -26, -324, 7979, 7350
19477, -3597, 627, -949, 3, -53, -227, 8007, 7359
19487, -3572, 623, -831, 105, -84, -61, 8022, 7366
19497, -3715, 705, -771, 48, -173, 2, 8026, 7365
19507, -3784, 897, -672, 62, -104, 10, 8024, 7364
19517, -3763, 962, -698, 55, -14, -17, 8025, 7367
19527, -3689, 913, -900, -66, 44, -131, 8040, 7374
19537, -3641, 794, -1006, -8, 69, -193, 8072, 7386
19547, -3538, 685, -974, -50, 87, -153, 8098, 7400
19557, -3603, 669, -1034, -80, 144, -108, 8131, 7419
19567, -3658, 690, -1046, -18, 250, -46, 8168, 7443
19577, -3628, 805, -965, 30, 317, 10, 8195, 7468
19587, -3717, 871, -839, 102, 234, 99, 8210, 7486
19597, -3702, 879, -1009, 46, 134, 74, 8241, 7498
19607, -3741, 898, -1059, 120, 41, -20, 8281, 7503
19617, -3620, 749, -1146, 60, -72, -141, 8331, 7503
19627, -3535, 667, -1042, 38, -203, -149, 8368, 7498
19637, -3568, 700, -1095, 64, -236, -82, 8411, 7490
19647, -3573, 764, -1074, 144, -353, 2, 8455, 7474
19657, -3618, 761, -915, 174, -349, 97, 8478, 7459
19667, -3596, 771, -1013, 97, -325, 100, 8509, 7445
19677, -3578, 805, -900, 55, -262, 169, 8522, 7434
19687, -3701, 772, -707, 18, -226, 270, 8507, 7427
19697, -3686, 841, -860, 65, -316, 325, 8516, 7413
19707, -3592, 781, -1000, 116, -271, 311, 8546, 7403
19717, -3542, 786, -918, 133, -317, 317, 8565, 7390
19727, -3548, 792, -827, 84, -304, 278, 8569, 7378
19737, -3513, 795, -971, 15, -330, 210, 8588, 7365
19747, -3441, 802, -1053, 96, -328, 204, 8621, 7350
19757, -3474, 851, -986, 97, -412, 166, 8645, 7330
19767, -3538, 925, -803, 24, -436, 82, 8642, 7308
19777, -3577, 943, -675, 38, -469, 50, 8627, 7283
19787, -3629, 914, -552, 36, -509, 45, 8599, 7256
19797, -3636, 906, -510, 25, -535, 94, 8566, 7228
19807, -3692, 1024, -526, -129, -509, 16, 8530, 7200
19817, -3698, 1024, -534, -236, -373, -33, 8489, 7181
19827, -3543, 858, -813, -252, -311, -39, 8473, 7171
19837, -3496, 852, -1023, -137, -364, -11, 8490, 7158
19847, -3564, 814, -986, -41, -423, -32, 8508, 7142
19857, -3615, 836, -873, 29, -453, -31, 8517, 7126
19867, -3744, 857, -658, 49, -503, -39, 8501, 7105
19877, -3665, 810, -618, -25, -672, 19, 8475, 7076
19887, -3696, 789, -504, -24, -823, 76, 8436, 7037
19897, -3744, 833, -465, 54, -863, 197, 8400, 6996
19907, -3672, 877, -605, 118, -857, 264, 8386, 6955
19917, -3575, 840, -696, 225, -908, 338, 8387, 6914
19927, -3531, 830, -729, 309, -971, 408, 8398, 6869
19937, -3476, 925, -529, 410, -1066, 485, 8395, 6815
19947, -3595, 982, -400, 496, -1177, 609, 8387, 6753
19957, -3525, 1063, -454, 401, -1224, 680, 8382, 6688
19967, -3554, 1049, -428, 346, -1314, 657, 8371, 6619
19977, -3576, 1138, -511, 294, -1484, 594, 8367, 6540
19987, -3311, 1070, -632, 258, -1895, 476, 8369, 6438
19997, -3249, 979, -610, 407, -2309, 462, 8376, 6314
20007, -3256, 965, -392, 550, -2707, 482, 8371, 6167
20017, -3185, 796, -66, 399, -2724, 438, 8322, 6019
20027, -3201, 1084, 669, 405, -2525, 741, 8255, 5868
20037, -3358, 1334, 1237, 394, -1833, 1133, 8182, 5749
20047, -3527, 1117, 898, 301, -1633, 1503, 8104, 5657
20057, -3131, 1197, 182, 316, -1867, 1568, 8062, 5558
20067, -3069, 1030, 160, 382, -2490, 1567, 8018, 5427
20077, -3139, 1410, 391, -1, -2997, 1096, 7956, 5257
20087, -3058, 1448, -233, -439, -3389, 1231, 7904, 5073
20097, -3079, 1545, 474, -727, -3694, 1176, 7802, 4863
20107, -3086, 1574, 1170, -937, -3777, 913, 7666, 4640
20117, -3088, 1538, 1242, -1081, -3737, 641, 7522, 4424
20127, -2759, 1628, 975, -865, -3706, 509, 7404, 4211
20137, -2628, 1227, 792, -271, -3610, 479, 7316, 4016
20147, -2295, 1507, 822, 527, -3458, 897, 7288, 3822
20157, -2333, 1978, 1651, 1428, -3047, 1247, 7308, 3639
20167, -2199, 2590, 2246, 1646, -2687, 1386, 7343, 3467
20177, -2166, 2583, 2679, 1417, -2372, 1665, 7356, 3312
20187, -2061, 2291, 3174, 270, -2879, 1393, 7286, 3125
20197, -1619, 1893, 2634, -562, -3644, 1219, 7165, 2893
20207, -1185, 1611, 1944, -800, -4364, 1385, 7035, 2620
20217, -1297, 1677, 1762, -1381, -5007, 1255, 6878, 2318
20227, -1105, 1770, 1791, -1772, -5456, 915, 6702, 1988
20237, -905, 2005, 1728, -1672, -5360, 757, 6543, 1663
20247, -932, 1783, 2034, -1576, -5458, 634, 6382, 1338
20257, -971, 2611, 2163, -1209, -4852, 972, 6263, 1052
20267, -1236, 2862, 2994, -1002, -3631, 564, 6152, 847
20277, -546, 2276, 2917, -321, -3464, 848, 6073, 642
20287, 22, 1150, 3092, 62, -4028, 1204, 5990, 394
20297, 263, 689, 3351, -464, -4129, 1906, 5863, 137
20307, 187, 822, 4721, -994, -3843, 2186, 5704, -95
20318, -273, 1253, 5670, -2008, -3305, 1747, 5490, -283
20327, -384, 1591, 5702, -2429, -3100, 1296, 5261, -453
20337, -288, 1930, 4790, -2595, -2823, 534, 5037, -604
20347, -313, 2105, 3965, -2500, -2556, -130, 4833, -733
20357, -265, 2403, 2964, -2174, -2167, -432, 4669, -834
20367, 118, 2099, 2296, -1936, -1932, -823, 4527, -927
20377, 573, 1609, 1780, -1409, -1899, -1014, 4416, -1031
20387, 995, 698, 1512, -585, -1925, -799, 4328, -1154
20397, 1207, 285, 1490, -345, -1985, -372, 4239, -1290
20407, 1201, 10, 2327, -761, -2026, 76, 4112, -1416
20417, 1290, -164, 3212, -1279, -1919, 210, 3950, -1529
20427, 1238, -173, 3690, -1518, -1700, 348, 3777, -1623
20437, 1089, 157, 3773, -1820, -1310, 258, 3597, -1687
20447, 1062, 684, 3754, -1909, -942, 152, 3427, -1727
20457, 1486, 1116, 3610, -1318, -624, 88, 3309, -1757
20467, 1216, 1234, 3082, -557, -387, 92, 3246, -1768
20477, 1176, 1340, 2513, -76, -290, 14, 3222, -1774
20487, 1140, 1278, 2427, 209, -238, -151, 3215, -1777
20497, 1271, 1112, 2411, 470, -219, -258, 3220, -1783
20507, 1447, 617, 2274, 595, -305, -215, 3217, -1802
20517, 1445, 417, 2450, 186, -494, -114, 3182, -1830
20527, 1273, 375, 3208, -393, -610, -58, 3108, -1855
20537, 1098, 627, 3979, -830, -552, -57, 3012, -1868
20547, 965, 1029, 4352, -1047, -323, -127, 2912, -1862
20557, 855, 1652, 4535, -991, 20, -213, 2829, -1833
20567, 900, 1932, 4265, -664, 357, -324, 2775, -1785
20577, 1047, 2013, 3846, -285, 515, -422, 2750, -1733
20587, 1033, 1598, 3686, -129, 636, -540, 2728, -1674
20597, 1115, 1051, 3584, 37, 789, -611, 2704, -1610
20607, 1605, 329, 3702, 387, 975, -575, 2685, -1548
20617, 1814, -454, 2957, 846, 800, -589, 2672, -1509
20627, 1802, -725, 2094, 284, 527, -452, 2613, -1496
20637, 1732, -743, 2153, -379, 160, -210, 2513, -1503
20647, 1553, -416, 2544, -979, -85, -100, 2393, -1515
20657, 1157, 145, 3220, -1302, -133, -116, 2273, -1514
20667, 977, 742, 3681, -1328, -8, -207, 2167, -1499
20677, 950, 1134, 3768, -1083, 197, -304, 2087, -1470
20687, 889, 1254, 3518, -586, 352, -332, 2044, -1431
20697, 980, 1011, 3328, -74, 550, -272, 2028, -1385
20707, 1009, 529, 3305, 293, 659, -193, 2022, -1333
20717, 1177, 266, 3071, 348, 680, -192, 2014, -1288
20727, 1180, 6, 3261, 275, 706, -31, 1993, -1240
20737, 1268, -101, 3486, 114, 678, 35, 1960, -1197
20747, 1180, 28, 3203, -99, 593, -4, 1919, -1158
20757, 1013, 420, 3068, -192, 495, 52, 1884, -1123
20767, 644, 852, 3254, -181, 487, 93, 1861, -1078
20777, 605, 878, 3278, -110, 579, 153, 1843, -1026
20787, 648, 817, 3276, 93, 546, 107, 1837, -980
20797, 716, 816, 3219, 139, 559, 59, 1834, -935
20807, 992, 539, 3106, 308, 511, 17, 1834, -902
20817, 961, 370, 3052, 505, 448, 79, 1842, -873
20827, 948, 270, 2996, 431, 354, 100, 1842, -850
20837, 1056, 109, 2932, 392, 250, 160, 1836, -837
20847, 1076, 57, 2640, 284, 60, 217, 1821, -839
20857, 809, 508, 2883, 83, -71, 169, 1808, -839
20867, 658, 810, 3113, -9, -89, 108, 1797, -835
20877, 514, 1041, 3515, 64, -50, 83, 1794, -825
20887, 420, 1084, 3852, 157, 55, 102, 1796, -805
20897, 556, 1112, 3875, -17, 137, -39, 1787, -785
20907, 698, 814, 3796, -108, 180, -69, 1767, -765
20917, 865, 453, 3592, -24, 206, 11, 1744, -750
20927, 874, 476, 3359, 85, 205, 112, 1730, -735
20937, 935, 510, 3286, 156, 162, 178, 1722, -725
20947, 940, 463, 3034, 122, 56, 121, 1711, -723
20957, 835, 486, 2954, 72, -29, 62, 1699, -723
20967, 689, 728, 3128, 86, -64, 33, 1693, -721
20977, 613, 710, 3443, 149, -46, 84, 1690, -715
20987, 664, 570, 3522, 135, -6, 128, 1681, -708
20997, 719, 641, 3494, 75, 24, 122, 1671, -701
21007, 732, 807, 3486, 51, 58, 117, 1664, -692
21017, 842, 779, 3448, 69, 74, 55, 1658, -686
21027, 787, 677, 3368, 191, 84, 38, 1657, -677
21037, 709, 664, 3262, 235, 76, -23, 1659, -668
21047, 784, 519, 3150, 181, 86, -57, 1655, -660
21057, 927, 358, 2943, 252, 16, 12, 1651, -662
21067, 938, 363, 3065, 48, -95, 35, 1634, -670
21077, 896, 233, 3460, -211, -132, 30, 1597, -678
21087, 762, 409, 3886, -232, -75, 113, 1563, -678
21097, 855, 403, 3839, -233, 29, 91, 1530, -673
21107, 701, 900, 3515, -371, 107, -64, 1502, -661
21117, 640, 921, 3157, -366, 126, -139, 1478, -647
21127, 647, 876, 2862, -220, 183, -28, 1464, -631
21137, 668, 808, 2621, -61, 128, 120, 1460, -619
21147, 527, 760, 2705, -73, 50, 188, 1454, -608
21157, 488, 779, 3202, -115, 3, 213, 1442, -598
21167, 501, 676, 3520, -208, 55, 163, 1420, -586
21177, 628, 664, 3448, -91, 147, 141, 1406, -571
21187, 635, 627, 3400, 125, 218, 185, 1405, -553
21197, 662, 435, 3189, 131, 227, 129, 1400, -536
21207, 682, 377, 2963, 44, 206, 30, 1389, -521
21217, 626, 494, 2776, 18, 140, -17, 1380, -509
21227, 564, 482, 2730, -58, 68, -75, 1368, -500
21237, 473, 627, 2959, -235, -5, -111, 1347, -493
21247, 380, 779, 3420, -380, -30, -85, 1320, -485
21257, 410, 644, 3623, -574, 51, -174, 1277, -473
21267, 636, 512, 3488, -479, 115, -123, 1239, -462
21277, 626, 640, 3352, -215, 152, -9, 1221, -450
21287, 718, 585, 3232, -112, 154, -31, 1208, -441
21297, 704, 577, 3086, -28, 122, -90, 1202, -433
21307, 725, 372, 3052, 99, 64, -78, 1197, -430
21318, 757, 220, 3047, 79, 8, -93, 1188, -432
21327, 812, 191, 2996, -119, -70, -107, 1165, -440
21337, 729, 403, 3217, -274, -193, -68, 1139, -452
21347, 627, 493, 3609, -222, -185, 29, 1118, -461
21357, 591, 500, 3762, -228, -107, 13, 1096, -463
21367, 603, 588, 3844, -228, -35, -39, 1077, -461
21377, 644, 624, 3804, -40, 55, -43, 1071, -454
21387, 704, 520, 3594, 145, 134, -29, 1074, -445
21397, 756, 476, 3389, 188, 130, -12, 1079, -438
21407, 763, 234, 3408, 154, 106, -26, 1076, -432
21417, 718, 196, 3320, 87, 68, -32, 1068, -429
21427, 650, 371, 3336, -23, 60, 0, 1058, -423
21437, 585, 391, 3487, -149, 40, -35, 1040, -417
21447, 681, 478, 3323, -219, 47, -69, 1022, -414
21457, 629, 644, 3259, -157, 42, -61, 1012, -410
21467, 565, 677, 3331, -150, 42, -121, 1004, -404
21477, 673, 487, 3310, -91, 91, -131, 994, -398
21487, 694, 416, 3390, -4, 130, -105, 987, -390
21497, 754, 314, 3293, -17, 148, -120, 978, -383
21507, 795, 396, 3142, -123, 131, -160, 965, -379
21517, 740, 527, 3147, -25, 123, -84, 962, -373
21527, 664, 463, 3307, 67, 159, -41, 962, -364
21537, 649, 344, 3346, 89, 211, -104, 960, -350
21547, 701, 276, 3145, 40, 223, -150, 954, -339
21557, 779, 302, 2892, 53, 160, -125, 950, -334
21567, 707, 318, 2896, -1, 73, -79, 944, -332
21577, 684, 346, 3109, -115, 14, -103, 931, -333
21587, 671, 364, 3418, -60, 19, -76, 921, -332
21597, 673, 373, 3449, -11, 33, -47, 914, -331
21607, 655, 426, 3460, 44, 82, 11, 912, -327
21617, 661, 446, 3503, 142, 124, 54, 917, -319
21627, 615, 424, 3580, 186, 166, 77, 923, -309
21637, 591, 444, 3549, 187, 188, 84, 930, -296
21647, 564, 466, 3501, 136, 199, 52, 935, -283
21657, 549, 618, 3323, 71, 185, 47, 940, -270
21667, 544, 650, 3397, 33, 164, 48, 943, -259
21677, 495, 594, 3476, -43, 146, 9, 939, -247
21687, 505, 512, 3490, -26, 161, 16, 935, -235
21697, 532, 463, 3394, 11, 159, 44, 932, -225
21707, 547, 360, 3379, -24, 152, 16, 924, -215
21717, 545, 435, 3399, -34, 167, -2, 918, -205
21727, 643, 379, 3353, 33, 187, -13, 914, -196
21737, 646, 271, 3274, -39, 167, -54, 904, -189
21747, 633, 222, 3236, -76, 143, -67, 890, -183
21757, 607, 371, 3272, -27, 153, -28, 884, -176
21767, 465, 361, 3245, 42, 115, 12, 881, -168
21777, 435, 634, 3234, -33, 139, 1, 882, -157
21787, 310, 761, 3399, -31, 160, 69, 885, -142
21797, 355, 613, 3572, 39, 163, 103, 888, -129
21807, 488, 507, 3593, 106, 189, 119, 892, -117
21817, 562, 368, 3638, 219, 261, 179, 899, -103
21827, 569, 446, 3595, 234, 262, 137, 909, -89
21837, 572, 535, 3691, 229, 319, 78, 921, -73
21847, 583, 529, 3841, 424, 398, 46, 944, -52
21857, 472, 347, 3691, 641, 496, 62, 975, -22
21867, 430, 566, 3561, 757, 587, 88, 1019, 12
21877, 327, 634, 3520, 797, 626, 121, 1066, 51
21887, 373, 488, 3312, 719, 640, 49, 1104, 90
21897, 310, 466, 3114, 584, 607, 21, 1134, 127
21907, 360, 479, 2689, 503, 498, 70, 1160, 156
21917, 296, 723, 2461, 268, 329, 66, 1181, 176
21927, 99, 832, 2359, 20, 136, -63, 1191, 190
21937, 38, 1055, 2617, -108, 17, -115, 1197, 198
21947, 93, 936, 2731, 40, -111, -64, 1207, 197
21957, 20, 827, 2902, -75, -161, -197, 1206, 194
21967, 55, 795, 3146, -201, -222, -267, 1194, 186
21977, 118, 803, 3392, -126, -261, -228, 1187, 173
21987, 15, 964, 3567, -126, -267, -332, 1182, 163
21997, -20, 1196, 3584, -409, -239, -568, 1166, 155
22007, -113, 1226, 3763, -522, -152, -762, 1142, 154
22017, -56, 904, 3696, -418, -51, -819, 1119, 159
22027, 101, 358, 3607, -302, 15, -694, 1090, 164
22037, 136, 126, 3466, -115, 47, -424, 1067, 170
22047, 160, 278, 3086, -49, 2, -274, 1053, 173
22057, 256, 377, 2738, -468, -172, -488, 1019, 163
22067, 165, 638, 2720, -830, -359, -691, 971, 145
22077, 12, 863, 2965, -848, -437, -686, 928, 126
22087, -51, 865, 3255, -734, -441, -599, 891, 109
22097, 115, 561, 3353, -542, -420, -430, 857, 88
22107, 201, 396, 3462, -278, -337, -262, 836, 71
22117, 237, 341, 3567, -108, -280, -150, 824, 56
22127, 353, 234, 3423, 8, -221, -69, 817, 43
22137, 379, 179, 3397, 95, -181, 35, 814, 31
22147, 325, 267, 3433, 214, -126, 114, 821, 24
22157, 480, 277, 3309, 297, -120, 163, 833, 14
22167, 321, 623, 3416, 355, -130, 200, 857, 8
22177, 595, 394, 3483, 493, -114, 83, 883, -4
22187, 461, 247, 3364, 535, -56, 179, 907, -9
22197, 515, 203, 3300, 552, -78, 261, 931, -17
22207, 410, 364, 3404, 428, -23, 318, 951, -19
22217, 620, 453, 3353, 363, -90, 178, 969, -30
22227, 588, 719, 3528, 486, -111, 156, 1000, -41
22237, 323, 455, 3580, 558, -113, 170, 1028, -46
22247, 361, 629, 3336, 365, -79, 108, 1049, -49
22257, 339, 833, 3248, 238, -52, 155, 1068, -50
22267, 268, 691, 3212, 47, 48, 70, 1072, -42
22277, 331, 772, 3313, 119, 52, 71, 1081, -37
22287, 457, 583, 3239, 98, 91, 23, 1084, -32
22297, 458, 683, 3338, 122, 128, 53, 1091, -26
22307, 396, 677, 3341, 175, 134, 81, 1100, -17
22319, 540, 588, 3178, 297, 110, 148, 1116, -14
22327, 461, 653, 3177, 262, 97, 149, 1130, -10
22337, 531, 656, 3320, 178, 86, 90, 1139, -8
22347, 588, 504, 3238, 87, 56, 30, 1138, -10
22357, 529, 678, 3590, 95, 81, 39, 1141, -9
22367, 528, 892, 3720, 185, 158, 50, 1154, -2
22377, 441, 670, 3903, 136, 274, -68, 1157, 12
22387, 615, 311, 3817, 193, 381, -58, 1156, 30
22397, 682, 522, 3360, -28, 375, 127, 1148, 44
22407, 762, 382, 2854, -61, 276, 299, 1136, 49
22417, 32767, 3611, 32767, 6538, -10960, 18198, 1524, -707
22427, 23115, -2814, 4320, -979, 987, -2203, 1379, -783
22437, -554, 1772, 4058, 1065, 1540, 46, 1458, -654
22447, 1332, 645, 2969, -1050, 3677, -1557, 1386, -443
22457, 533, 547, 1006, 1595, -1521, 64, 1494, -535
22467, 1754, 799, 1065, 784, -1632, -616, 1561, -688
22477, 532, 536, 2047, 377, 225, -37, 1577, -666
22487, 163, 578, 1901, 244, -244, 133, 1588, -659
22497, -127, 660, 2988, -289, -281, -30, 1560, -648
22507, -92, 864, 3290, -660, -256, -130, 1515, -638
22517, -152, 1129, 3581, -875, -176, -191, 1462, -623
22527, -211, 1381, 3827, -785, -21, -212, 1420, -598
22537, -167, 1323, 3772, -426, 106, -153, 1399, -566
22547, -168, 1186, 3535, -97, 153, -83, 1398, -532
22557, -147, 1083, 3191, -24, 152, -101, 1401, -498
22567, -128, 967, 3017, 42, 108, -76, 1406, -466
22577, -90, 933, 2896, 44, 27, -28, 1411, -442
22587, -176, 1179, 3004, -188, -51, -102, 1407, -420
22597, -184, 1180, 3039, -329, -99, -206, 1395, -402
22607, -166, 1195, 3150, -282, -147, -216, 1386, -388
22617, -72, 1101, 3071, -260, -179, -267, 1376, -379
22627, -65, 965, 2996, -281, -211, -323, 1362, -371
22637, -35, 807, 2910, -273, -286, -361, 1345, -369
22647, 73, 702, 2642, -325, -376, -374, 1324, -374
22657, 136, 695, 2433, -413, -535, -422, 1299, -391
22667, 101, 710, 2563, -456, -650, -480, 1271, -414
22677, 90, 911, 2978, -341, -685, -341, 1254, -438
22687, 135, 802, 3307, -419, -649, -367, 1228, -463
22697, 273, 887, 3224, -393, -628, -388, 1206, -488
22707, 338, 899, 3226, -272, -619, -359, 1193, -515
22717, 489, 776, 3271, -218, -624, -376, 1180, -545
22727, 505, 635, 3416, -182, -620, -372, 1164, -575
22737, 640, 512, 3224, -180, -655, -427, 1147, -611
22747, 674, 389, 3231, -211, -677, -429, 1125, -648
22757, 720, 223, 3448, -442, -673, -420, 1084, -684
22767, 840, 128, 3634, -355, -640, -219, 1046, -721
22777, 1018, 147, 3769, -350, -585, -103, 1010, -758
22787, 1074, 312, 3899, -323, -534, -60, 980, -791
22797, -32768, -25316, -32768, 7798, -10403, 4007, 1153, -1331
22807, 32767, -969, 3504, -783, 7130, -2599, 1060, -1034
22817, 3479, 225, 2913, -3332, 1095, -1207, 845, -1024
22827, 2339, 1065, 4331, 378, 265, 163, 876, -1028
22837, 2470, 1049, 4131, 595, -268, 51, 921, -1067
22847, 1737, 397, 3705, 275, 219, -169, 932, -1065
22857, 1201, -174, 2874, 62, 495, 86, 915, -1038
22867, 808, 471, 2972, 151, 127, 117, 922, -1022
22877, 885, 378, 2667, -151, -67, 40, 910, -1021
22887, 587, 754, 3001, -221, -109, 0, 903, -1013
22897, 439, 794, 3286, -264, -51, -124, 893, -997
22907, 551, 724, 3350, -157, -52, -104, 888, -984
22917, 563, 728, 3426, -17, -25, -51, 891, -971
22927, 568, 685, 3496, -94, 14, -91, 887, -955
22937, 698, 631, 3432, -141, 6, -130, 880, -944
22947, 698, 611, 3455, -136, 0, -137, 873, -933
22957, 755, 527, 3550, -163, 26, -156, 862, -922
22967, 883, 479, 3536, -59, 40, -107, 856, -914
22977, 837, 428, 3581, -19, 55, -97, 851, -903
22987, 880, 487, 3437, -109, 65, -145, 843, -894
22997, 839, 512, 3456, -76, 71, -120, 837, -883
23007, 797, 404, 3437, -19, 96, -84, 833, -871
23017, 723, 326, 3251, -42, 95, -56, 825, -857
23027, 754, 285, 3057, -54, 50, 14, 817, -847
23037, 687, 464, 3023, -111, -10, 38, 810, -839
23047, 582, 609, 3006, -175, -37, 25, 804, -830
23057, 619, 747, 3174, -92, -110, 21, 805, -827
23067, 533, 820, 3181, -101, -69, -31, 809, -818
23077, 540, 735, 3148, -98, -40, -100, 810, -808
23087, 559, 653, 3066, -19, -75, -123, 814, -802
23097, 526, 575, 3102, -56, -116, -112, 814, -797
23107, 558, 514, 3220, -56, -121, -71, 811, -793
23117, 512, 520, 3402, -54, -108, -27, 808, -787
23127, 506, 588, 3520, -50, -60, -11, 806, -777
23137, 517, 697, 3532, -53, -1, -29, 807, -765
23147, 514, 768, 3397, -39, 30, -71, 812, -751
23157, 644, 626, 3186, -45, 32, -127, 813, -741
23167, 730, 508, 3188, -45, -10, -137, 811, -737
23177, 781, 376, 3275, 45, -22, -50, 811, -734
23187, 888, 165, 3420, 14, -3, 2, 802, -732
23197, 997, 119, 3490, -95, -16, 12, 786, -735
23207, -11060, -3211, -15, -805, -2981, 4750, 573, -753
23217, 2579, 2869, 3190, -888, -2337, 1740, 580, -927
23227, -348, 979, 3917, 475, -759, 32, 622, -938
23237, 199, 556, 4460, -506, 1408, -657, 593, -829
23247, -1, 791, 3598, -765, 1239, -1364, 557, -728
23257, 1152, 860, 2594, 183, 210, 49, 588, -724
23267, 1226, 114, 2598, 476, 156, 192, 612, -727
23277, 992, 116, 2686, -107, 94, 138, 600, -726
23287, 770, 390, 3151, -192, -31, 195, 590, -724
23297, 415, 760, 3366, -147, -84, 161, 592, -715
23307, 351, 987, 3274, -107, 26, 75, 603, -698
23318, 345, 864, 2981, 91, 97, 45, 625, -677
23327, 350, 643, 2793, 169, 31, 67, 645, -660
23337, 302, 598, 2829, 32, -38, 42, 656, -647
23347, 245, 770, 2932, 0, -119, 51, 668, -637
23357, 188, 852, 3161, -34, -166, 19, 679, -629
23367, 198, 854, 3359, -40, -138, -30, 688, -620
23377, 280, 711, 3364, -89, -125, -68, 691, -612
23387, 342, 652, 3389, -76, -134, -47, 692, -607
23397, 302, 638, 3588, -83, -123, -42, 692, -600
23407, 286, 659, 3631, -146, -84, -89, 688, -590
23417, 325, 639, 3652, -94, -38, -102, 687, -579
23427, 344, 637, 3406, -81, 8, -145, 688, -566
23437, 408, 507, 3218, -100, -30, -149, 685, -557
23447, 434, 584, 3263, -95, -44, -124, 684, -550
23457, 495, 512, 3394, -113, -97, -94, 680, -547
23467, 458, 574, 3531, -112, -87, -105, 677, -544
23477, 491, 649, 3520, -69, -42, -122, 679, -538
23487, 478, 647, 3369, 10, -8, -165, 685, -530
23497, 569, 656, 3241, 89, -13, -155, 698, -525
23507, 710, 502, 3087, 26, -64, -189, 703, -527
23517, 773, 457, 3231, -79, -133, -215, 699, -535
23527, 790, 530, 3415, -95, -187, -185, 696, -547
23537, 820, 480, 3534, -195, -134, -183, 685, -555
23547, 921, 370, 3634, -159, -96, -119, 674, -563
23557, 1009, 291, 3411, -92, -64, -48, 665, -572
23567, 1174, 225, 3204, -55, -29, -29, 658, -584
23577, 1236, 112, 3164, -54, -49, 10, 647, -599
23587, 1348, -39, 3024, -60, -111, 55, 632, -621
23597, -32768, 16194, -13141, 2731, -1312, 8678, 1040, -572
23607, 7979, 2231, 5858, -2894, 1609, -1549, 881, -555
23617, -1238, 1513, 4059, -233, 1376, 595, 885, -426
23627, 1344, 1166, 5092, 68, 365, 1376, 895, -413
23637, 2112, 1710, 6478, 510, 2364, 1119, 936, -286
23647, 1320, 360, 1492, -714, 99, 953, 896, -316
